Title,Location,P24_Description,P24_Link,Bedrooms,Bathrooms,Parking Spaces,Erf Size,Agency,Price,Unnamed: 0,Remax_Description
2 Bedroom Townhouse,Gaborone Central,"2 Bedroom Town House for Sale P 1,3 million 
First Floor 
Has 2 bedrooms with showers in",https://www.property24.co.bw/2-bedroom-townhouse-for-sale-in-gaborone-central-114306137,2.0,2.0,2.0,,Property24,P 1 300,,
2 Bedroom Townhouse,Gaborone Central,"2 Bedroom Town House for Sale P 1,3 million 
First Floor 
Has 2 bedrooms with showers in",https://www.property24.co.bw/2-bedroom-townhouse-for-sale-in-gaborone-central-114306137,2.0,2.0,2.0,,Property24,P 1 300,,
Vacant Land / Plot,Gaborone,Discover the allure of off-the-grid living in sought-after Sentlhane with this property.,https://www.property24.co.bw/vacant-land-plot-for-sale-in-gaborone-113828672,,,,2 670 m²,Property24,P 535 000,,
Vacant Land / Plot,Gaborone,Discover the allure of off-the-grid living in sought-after Sentlhane with this property.,https://www.property24.co.bw/vacant-land-plot-for-sale-in-gaborone-113828672,,,,2 670 m²,Property24,P 535 000,,
5 Bedroom House,Maruapula,"MARUAPULA: Rarely available for sale in this area, a 5-bedroom double-storey home with so",https://www.property24.co.bw/5-bedroom-house-for-sale-in-maruapula-114001577,5.0,5.0,5.0,700 m²,Property24,P 4 500 000,,
5 Bedroom House,Maruapula,"MARUAPULA: Rarely available for sale in this area, a 5-bedroom double-storey home with so",https://www.property24.co.bw/5-bedroom-house-for-sale-in-maruapula-114001577,5.0,5.0,5.0,700 m²,Property24,P 4 500 000,,
5 Bedroom House,Phakalane,"GK5754
Offering 5 roomy bedrooms of which 3 are ensuite. Walk into the entrance with lounge",https://www.property24.co.bw/5-bedroom-house-for-sale-in-phakalane-114193714,5.0,4.0,4.0,974 m²,Property24,P 2 550 000,,
5 Bedroom House,Phakalane,"GK5754
Offering 5 roomy bedrooms of which 3 are ensuite. Walk into the entrance with lounge",https://www.property24.co.bw/5-bedroom-house-for-sale-in-phakalane-114193714,5.0,4.0,4.0,974 m²,Property24,P 2 550 000,,
Commercial Property,Extension 9,"Nestled in a prime location, this exceptional property offers a prime investment",https://www.property24.co.bw/commercial-property-for-sale-in-extension-9-114401529,,,,1 300 m²,Property24,P 7 000 000,,
Commercial Property,Extension 9,"Nestled in a prime location, this exceptional property offers a prime investment",https://www.property24.co.bw/commercial-property-for-sale-in-extension-9-114401529,,,,1 300 m²,Property24,P 7 000 000,,
2 Bedroom House,Phakalane,"Stylish 3 bedroomed family home with beautiful indoor  and outdoor flow, a beautiful",https://www.property24.co.bw/2-bedroom-house-for-sale-in-phakalane-112225690,2.0,2.5,2.5,723 m²,Property24,P 2 400 000,,
2 Bedroom House,Phakalane,"Stylish 3 bedroomed family home with beautiful indoor  and outdoor flow, a beautiful",https://www.property24.co.bw/2-bedroom-house-for-sale-in-phakalane-112225690,2.0,2.5,2.5,723 m²,Property24,P 2 400 000,,
4 Bedroom House,Phakalane,"MDA5667
Ideal for the family, with good entertainment spaces, bar and covered patio with",https://www.property24.co.bw/4-bedroom-house-for-sale-in-phakalane-113724288,4.0,3.0,3.0,1 172 m²,Property24,P 2 850 000,,
4 Bedroom House,Phakalane,"MDA5667
Ideal for the family, with good entertainment spaces, bar and covered patio with",https://www.property24.co.bw/4-bedroom-house-for-sale-in-phakalane-113724288,4.0,3.0,3.0,1 172 m²,Property24,P 2 850 000,,
2 Bedroom House,Broadhurst,TAPOLOGO ESTATE - Good size well treed property offering a 2 bedroom home with open plan,https://www.property24.co.bw/2-bedroom-house-for-sale-in-broadhurst-113962315,2.0,1.0,1.0,825 m²,Property24,P 1 700 000,,
2 Bedroom House,Broadhurst,TAPOLOGO ESTATE - Good size well treed property offering a 2 bedroom home with open plan,https://www.property24.co.bw/2-bedroom-house-for-sale-in-broadhurst-113962315,2.0,1.0,1.0,825 m²,Property24,P 1 700 000,,
4 Bedroom House,Phakalane,"Location ??Phakalane 

??Four bedrooms(Master ensuite)
??Spacious Lounge and dining",https://www.property24.co.bw/4-bedroom-house-for-sale-in-phakalane-114194532,4.0,2.0,2.0,,Property24,P 2 900 000,,
4 Bedroom House,Phakalane,"Location ??Phakalane 

??Four bedrooms(Master ensuite)
??Spacious Lounge and dining",https://www.property24.co.bw/4-bedroom-house-for-sale-in-phakalane-114194532,4.0,2.0,2.0,,Property24,P 2 900 000,,
Commercial Property,Fairgrounds,"238sqm grade A office space available for sale in Showgrounds, Gaborone. This is a",https://www.property24.co.bw/commercial-property-for-sale-in-fairgrounds-114579168,,,,,Property24,P 4 184 727,,
Commercial Property,Fairgrounds,"238sqm grade A office space available for sale in Showgrounds, Gaborone. This is a",https://www.property24.co.bw/commercial-property-for-sale-in-fairgrounds-114579168,,,,,Property24,P 4 184 727,,
4 Bedroom House,Gaborone,"Mokolodi 2

Let the pictures speak a thousand words  …… the creativity and self-expression",https://www.property24.co.bw/4-bedroom-house-for-sale-in-gaborone-113744725,4.0,,,1.2 ha,Property24,P 17 000 000,,
4 Bedroom House,Gaborone,"Mokolodi 2

Let the pictures speak a thousand words  …… the creativity and self-expression",https://www.property24.co.bw/4-bedroom-house-for-sale-in-gaborone-113744725,4.0,,,1.2 ha,Property24,P 17 000 000,,
5 Bedroom House,Block 8,"Block 8, price reduced!!  - Fit for a growing family is this very well kept property",https://www.property24.co.bw/5-bedroom-house-for-sale-in-block-8-113919060,5.0,4.0,4.0,1 256 m²,Property24,P 4 500 000,,
